animal_type,has_name,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,agg_cluster,gmm_cluster,gmm_soft_cluster,density_score
Cat,1,95,Puppy/Kitten,19,July,1,Mix,Grey,Healthy/Normal,0,1,1.0,80.26056402813985
Dog,1,1097,Adult,2,October,0,Mix,White,Healthy/Normal,0,0,1.0,54.0172708895271
Dog,1,2207,Adult,37,May,1,Mix,Black,Healthy/Normal,0,1,1.0,82.40550818563811
Cat,0,369,Young Adult,2,February,1,Mix,Black,Healthy/Normal,0,2,1.0,46.70217553262627
Other,0,369,Young Adult,3,August,0,Pure,Brown,Sick/Medical,0,2,1.0,37.25476871640782
Cat,1,48,Puppy/Kitten,2,June,0,Mix,Other,Healthy/Normal,0,2,1.0,49.366724614763285
Other,1,336,Puppy/Kitten,1,October,0,Pure,Black,Healthy/Normal,0,2,1.0,44.10194100096221
Cat,0,61,Puppy/Kitten,31,January,1,Pure,Black,Life Stage/Developmental,0,2,1.0,37.14621427144768
Cat,0,80,Puppy/Kitten,5,September,1,Pure,White,Healthy/Normal,0,2,1.0,51.775007091592556
Cat,1,380,Young Adult,14,August,0,Pure,Other,Healthy/Normal,0,2,1.0,46.01130232940929
Dog,1,2204,Adult,13,July,1,Pure,White,Healthy/Normal,0,1,1.0,82.51309818932863
Dog,1,250,Puppy/Kitten,6,June,0,Pure,Tricolor,Healthy/Normal,0,2,1.0,29.222331603540738
Cat,0,370,Young Adult,5,July,0,Pure,White,Healthy/Normal,0,2,1.0,51.20282144500894
Dog,0,312,Puppy/Kitten,5,February,0,Mix,White,Injured,0,2,1.0,40.129119833885085
Dog,1,2900,Senior,12,March,1,Mix,Brown,Healthy/Normal,0,0,1.0,49.774979594932326
Dog,1,731,Young Adult,24,September,1,Pure,Black,Healthy/Normal,0,1,1.0,86.7995531022091
Dog,1,734,Young Adult,3,September,0,Mix,Black,Healthy/Normal,0,2,1.0,51.5440595562671
Cat,0,60,Puppy/Kitten,1,March,1,Mix,Grey,Healthy/Normal,0,2,1.0,44.263683375261564
Cat,1,1953,Adult,125,December,1,Mix,White,Healthy/Normal,0,1,1.0,84.34525688765844
Dog,0,369,Young Adult,4,February,1,Mix,Black,Healthy/Normal,0,2,1.0,47.96809029394802
Cat,1,78,Puppy/Kitten,59,December,1,Pure,Brown,Healthy/Normal,0,1,1.0,85.95717148315742
Cat,1,146,Puppy/Kitten,84,August,1,Pure,Red,Healthy/Normal,0,1,1.0,77.87477917717385
Dog,1,1098,Adult,2,November,0,Mix,Black,Injured,0,0,1.0,47.2509698693491
Dog,1,1566,Adult,452,February,1,Pure,White,Healthy/Normal,0,1,0.9999999998101146,64.37123047178183
Dog,1,1463,Adult,4,October,1,Mix,Black,Healthy/Normal,0,1,1.0,85.9800520125982
Cat,0,370,Young Adult,3,March,1,Mix,White,Healthy/Normal,0,2,1.0,47.68021310764954
Dog,1,1100,Young Adult,5,March,1,Mix,White,Healthy/Normal,0,1,1.0,84.39067332468063
Dog,1,1097,Adult,1,July,0,Mix,Brown,Healthy/Normal,0,0,1.0,48.74019374668977
Cat,1,1694,Adult,1,March,1,Mix,Black,Healthy/Normal,0,1,1.0,82.63729278470406
Cat,1,59,Puppy/Kitten,28,October,1,Mix,Brown,Healthy/Normal,0,1,1.0,84.74638035344486
Bird,0,376,Young Adult,11,January,0,Mix,Grey,Healthy/Normal,0,2,1.0,6.395747993444929
Dog,1,218,Puppy/Kitten,5,July,1,Mix,White,Healthy/Normal,0,1,1.0,88.1796220628473
Dog,1,825,Young Adult,37,May,1,Pure,Brown,Healthy/Normal,0,1,1.0,82.69979132559583
Dog,1,64,Puppy/Kitten,3,May,1,Mix,White,Healthy/Normal,0,1,1.0,86.51852250488962
Cat,1,337,Puppy/Kitten,33,August,1,Pure,Brown,Sick/Medical,0,1,1.0,68.41367097282553
Dog,1,1097,Adult,1,March,0,Mix,White,Injured,0,0,1.0,47.016842978505586
Cat,1,757,Young Adult,26,August,1,Mix,White,Healthy/Normal,0,1,1.0,86.38193349142504
Dog,1,3328,Senior,12,January,1,Pure,Brown,Healthy/Normal,0,0,1.0,50.69629166133913
Dog,1,309,Puppy/Kitten,6,September,1,Mix,Black,Healthy/Normal,0,1,1.0,87.18835239995504
Dog,1,170,Puppy/Kitten,2,October,1,Mix,Brown,Healthy/Normal,0,1,1.0,83.69869608119438
Cat,1,2486,Adult,9,June,1,Mix,Black,Healthy/Normal,0,1,0.9999999999992895,75.586093102448
Dog,0,139,Puppy/Kitten,5,November,1,Pure,White,Healthy/Normal,0,2,1.0,52.06645925762591
Dog,1,380,Young Adult,13,March,1,Mix,Black,Healthy/Normal,0,1,1.0,85.838365906277
Cat,1,78,Puppy/Kitten,17,November,1,Pure,White,Healthy/Normal,0,1,1.0,86.74147693212342
Dog,0,276,Puppy/Kitten,1,June,0,Pure,White,Healthy/Normal,0,2,1.0,51.19486978517208
Dog,1,738,Young Adult,8,November,1,Pure,White,Healthy/Normal,0,1,1.0,86.73800216011612
Dog,0,3291,Senior,3,June,1,Mix,Black,Healthy/Normal,0,0,1.0,50.01419369270886
Dog,1,1103,Adult,7,August,1,Pure,Brown,Healthy/Normal,0,1,1.0,80.34900541512611
Dog,1,167,Puppy/Kitten,14,September,1,Pure,Black,Healthy/Normal,0,1,1.0,86.85144177223886
Dog,0,1828,Adult,3,July,0,Pure,Gold,Healthy/Normal,0,0,1.0,44.23544118335506
Cat,1,250,Puppy/Kitten,68,October,1,Pure,White,Healthy/Normal,0,1,1.0,86.62635620046187
Dog,1,1108,Adult,11,July,1,Pure,White,Healthy/Normal,0,1,1.0,83.9838076815337
Dog,0,67,Puppy/Kitten,5,February,1,Pure,White,Healthy/Normal,0,2,1.0,49.07884870635966
Cat,1,389,Young Adult,23,May,1,Mix,White,Healthy/Normal,0,1,1.0,84.46617699981861
Cat,1,2195,Adult,4,April,0,Pure,White,Injured,0,0,1.0,44.64393742849825
Dog,1,73,Puppy/Kitten,3,May,1,Mix,Black,Healthy/Normal,0,1,1.0,86.57990848397544
Dog,1,2008,Adult,5,February,1,Mix,White,Healthy/Normal,0,1,1.0,84.11760488389463
Dog,1,100,Puppy/Kitten,31,December,1,Pure,Black,Healthy/Normal,0,1,1.0,87.85547641487155
Dog,1,720,Young Adult,27,July,1,Pure,Black,Healthy/Normal,0,1,1.0,87.35637438310215
Cat,1,79,Puppy/Kitten,47,January,1,Mix,White,Healthy/Normal,0,1,1.0,87.01445514338545
Cat,1,115,Puppy/Kitten,53,August,1,Mix,Black,Healthy/Normal,0,1,1.0,88.20417011262103
Dog,1,759,Young Adult,29,January,1,Pure,Black,Healthy/Normal,0,1,1.0,87.39849361295394
Dog,0,92,Puppy/Kitten,6,June,1,Pure,White,Healthy/Normal,0,2,1.0,53.07772842657033
Dog,0,78,Puppy/Kitten,3,April,0,Mix,Gold,Sick/Medical,0,2,1.0,26.486795752128728
Cat,1,2939,Senior,16,November,1,Pure,Brown,Healthy/Normal,0,0,1.0,48.68150738750435
Dog,1,732,Young Adult,1,February,0,Mix,White,Healthy/Normal,0,2,1.0,49.11176769839046
Cat,1,186,Puppy/Kitten,18,December,1,Mix,Black,Healthy/Normal,0,1,1.0,88.13639649084077
Cat,1,155,Puppy/Kitten,65,October,1,Mix,Black,Healthy/Normal,0,1,1.0,87.10821617820233
Dog,1,1474,Adult,13,December,1,Mix,White,Healthy/Normal,0,1,1.0,87.20023246352459
Dog,1,1830,Adult,3,April,0,Mix,White,Healthy/Normal,0,0,1.0,52.618523038667455
Dog,1,2709,Senior,9,October,1,Mix,White,Healthy/Normal,0,0,1.0,54.78935616426217
Dog,1,347,Puppy/Kitten,99,May,1,Pure,White,Healthy/Normal,0,1,1.0,85.21041520155958
Dog,1,2016,Adult,234,July,1,Mix,White,Injured,0,1,0.9999999999999858,73.8851116870674
Cat,0,59,Puppy/Kitten,37,July,1,Mix,White,Healthy/Normal,0,2,1.0,53.73192252351831
Cat,1,249,Puppy/Kitten,96,April,1,Pure,White,Healthy/Normal,0,1,1.0,84.19949590193492
Cat,1,770,Young Adult,39,July,1,Mix,Black,Healthy/Normal,0,1,1.0,85.95830768854495
Dog,1,372,Young Adult,7,September,1,Mix,White,Healthy/Normal,0,1,1.0,86.87271233925888
Cat,1,3157,Senior,4,December,1,Mix,Black,Injured,0,0,1.0,47.48968453098559
Cat,0,61,Puppy/Kitten,15,June,0,Pure,Black,Healthy/Normal,0,2,1.0,52.87799300472692
Cat,1,230,Puppy/Kitten,2,November,1,Pure,Black,Healthy/Normal,0,1,1.0,86.49067798831823
Dog,1,5116,Senior,2,May,1,Mix,Black,Healthy/Normal,0,0,1.0,51.6177964605758
Dog,0,142,Puppy/Kitten,7,July,0,Pure,Brown,Healthy/Normal,0,2,1.0,49.677037039585336
Dog,1,1467,Adult,6,September,1,Mix,White,Healthy/Normal,0,1,1.0,86.18251011131589
Dog,0,3657,Senior,3,October,0,Pure,Black,Healthy/Normal,0,0,1.0,47.49751283020815
Cat,0,188,Puppy/Kitten,3,January,1,Mix,Black,Healthy/Normal,0,2,1.0,50.21202992576481
Cat,0,117,Puppy/Kitten,11,August,0,Pure,Black,Healthy/Normal,0,2,1.0,51.96381254954332
Cat,1,77,Puppy/Kitten,46,October,1,Mix,Brown,Healthy/Normal,0,1,1.0,84.75138984215086
Dog,1,875,Young Adult,9,June,1,Mix,White,Healthy/Normal,0,1,1.0,87.15558135348765
Dog,1,371,Young Adult,5,August,1,Pure,White,Healthy/Normal,0,1,1.0,87.09472216999102
Other,0,369,Young Adult,4,February,0,Pure,Grey,Healthy/Normal,0,2,1.0,36.22681232736563
Cat,0,45,Puppy/Kitten,6,September,0,Mix,White,Healthy/Normal,0,2,1.0,52.204700470609446
Dog,1,5155,Senior,2,May,1,Mix,Gold,Healthy/Normal,0,0,1.0,45.885239345627575
Cat,1,82,Puppy/Kitten,51,October,1,Pure,Brown,Sick/Medical,0,1,1.0,67.5768172761868
Dog,1,1506,Adult,9,January,1,Pure,White,Healthy/Normal,0,1,1.0,86.01782437223032
Dog,1,377,Young Adult,12,June,1,Pure,Black,Healthy/Normal,0,1,1.0,86.6985185855883
Cat,0,113,Puppy/Kitten,36,August,1,Pure,Black,Healthy/Normal,0,2,1.0,52.11185130806579
Dog,1,1463,Adult,2,June,0,Pure,Black,Healthy/Normal,0,0,1.0,52.14537667198055
Dog,1,1553,Adult,2,April,1,Pure,White,Healthy/Normal,0,1,1.0,84.66127308470843
Cat,1,54,Puppy/Kitten,18,June,0,Pure,Black,Healthy/Normal,0,2,1.0,52.662315714127146
Dog,0,371,Young Adult,5,September,1,Mix,Black,Healthy/Normal,0,2,1.0,50.21648429550119
Dog,1,740,Young Adult,9,July,1,Mix,White,Healthy/Normal,0,1,1.0,88.04260784044898
Cat,1,99,Puppy/Kitten,55,November,1,Mix,Grey,Healthy/Normal,0,1,1.0,79.2633584242537
Cat,1,736,Young Adult,6,December,1,Pure,Other,Healthy/Normal,0,1,1.0,82.20453116403239
Cat,1,3289,Senior,1,May,1,Mix,Other,Healthy/Normal,0,0,1.0,46.936523375340926
Dog,0,147,Puppy/Kitten,12,June,1,Mix,Black,Healthy/Normal,0,2,1.0,53.5304853441622
Dog,1,837,Young Adult,5,April,0,Mix,White,Healthy/Normal,0,2,1.0,48.31759892939388
Dog,1,974,Young Adult,8,March,1,Mix,White,Healthy/Normal,0,1,1.0,85.45610504370256
Dog,1,124,Puppy/Kitten,13,November,1,Mix,Black,Healthy/Normal,0,1,1.0,87.26361215706989
Cat,1,97,Puppy/Kitten,66,July,1,Mix,White,Healthy/Normal,0,1,1.0,88.1386115472811
Dog,1,967,Young Adult,511,June,1,Mix,Black,Healthy/Normal,0,1,1.0,62.729105959478154
Dog,0,1833,Adult,7,December,0,Pure,Black,Healthy/Normal,0,0,1.0,51.08035163412442
Dog,1,370,Young Adult,3,October,0,Pure,White,Healthy/Normal,0,2,1.0,50.74050560743817
Dog,1,269,Puppy/Kitten,24,January,1,Mix,White,Healthy/Normal,0,1,1.0,87.50462824196796
Cat,1,70,Puppy/Kitten,39,September,1,Pure,White,Sick/Medical,0,1,1.0,70.26372820925482
Cat,0,15,Puppy/Kitten,1,May,0,Pure,White,Life Stage/Developmental,0,2,1.0,40.10210331627036
Dog,1,1322,Adult,5,May,1,Pure,White,Healthy/Normal,0,1,1.0,84.21188795008202
Dog,1,127,Puppy/Kitten,4,September,1,Mix,White,Healthy/Normal,0,1,1.0,87.31308567631764
Dog,1,1472,Adult,11,June,1,Mix,White,Healthy/Normal,0,1,1.0,86.36976621039334
Dog,1,3655,Senior,2,February,1,Mix,White,Healthy/Normal,0,0,1.0,54.431073957399065
Cat,0,17,Puppy/Kitten,9,May,0,Pure,Red,Healthy/Normal,0,2,1.0,42.96060511045948
Dog,0,1465,Adult,3,April,1,Pure,White,Injured,0,0,1.0,44.749102493825184
Cat,1,80,Puppy/Kitten,44,May,1,Mix,Brown,Healthy/Normal,0,1,1.0,83.755609133925
Cat,0,89,Puppy/Kitten,81,March,1,Mix,Black,Healthy/Normal,0,2,1.0,45.62091971765385
Dog,1,374,Young Adult,8,November,1,Mix,Black,Healthy/Normal,0,1,1.0,86.72072618925472
Dog,1,70,Puppy/Kitten,68,July,1,Mix,Black,Healthy/Normal,0,1,1.0,87.91255239269678
Dog,1,381,Young Adult,16,November,0,Mix,White,Healthy/Normal,0,2,1.0,50.65866503076967
Dog,1,1826,Adult,3,January,1,Mix,White,Healthy/Normal,0,1,1.0,86.32942014907682
Cat,1,826,Young Adult,4,September,1,Pure,Other,Healthy/Normal,0,1,1.0,80.38968516731762
Dog,1,2602,Senior,2,August,1,Mix,White,Healthy/Normal,0,0,1.0,54.118281537964656
Dog,1,499,Puppy/Kitten,134,March,1,Mix,Black,Healthy/Normal,0,1,1.0,84.05783355307831
Cat,1,376,Young Adult,10,October,1,Pure,White,Healthy/Normal,0,1,1.0,84.78606299821394
Dog,1,1108,Adult,8,February,1,Mix,Black,Healthy/Normal,0,1,1.0,83.21672587856274
Cat,1,734,Young Adult,4,June,1,Mix,Other,Injured,0,1,1.0,72.29486167340873
Cat,1,70,Puppy/Kitten,4,October,1,Mix,Red,Healthy/Normal,0,1,1.0,76.98778835205006
Dog,1,1111,Adult,15,February,1,Pure,Black,Healthy/Normal,0,1,1.0,82.61587387783733
Cat,1,371,Young Adult,5,August,0,Mix,Grey,Healthy/Normal,0,2,1.0,44.5719556147505
Cat,0,66,Puppy/Kitten,4,September,0,Pure,Red,Sick/Medical,0,2,1.0,33.687752003299195
Cat,1,258,Puppy/Kitten,44,January,1,Mix,Grey,Healthy/Normal,0,1,1.0,79.02267935096141
Cat,1,81,Puppy/Kitten,46,September,1,Mix,Black,Healthy/Normal,0,1,1.0,87.24498212759964
Cat,1,382,Young Adult,16,December,1,Mix,Brown,Healthy/Normal,0,1,1.0,84.53308298795007
Cat,1,50,Puppy/Kitten,6,October,0,Pure,Brown,Healthy/Normal,0,2,1.0,50.168786777358605
Dog,1,733,Young Adult,2,April,1,Pure,Brown,Healthy/Normal,0,1,1.0,82.12727041974402
Dog,1,418,Puppy/Kitten,59,February,1,Mix,Black,Injured,0,1,1.0,76.01130941372676
Cat,1,70,Puppy/Kitten,27,October,1,Pure,White,Healthy/Normal,0,1,1.0,86.71290612144914
Cat,0,117,Puppy/Kitten,11,August,0,Pure,White,Healthy/Normal,0,2,1.0,51.92525008378857
Cat,1,130,Puppy/Kitten,9,June,1,Pure,Other,Healthy/Normal,0,1,1.0,82.88968313780312
Dog,1,3352,Senior,3,September,1,Mix,White,Healthy/Normal,0,0,1.0,54.54351468488545
Cat,1,52,Puppy/Kitten,21,December,0,Mix,White,Healthy/Normal,0,2,1.0,51.03502330937784
Cat,1,60,Puppy/Kitten,20,December,1,Pure,Black,Healthy/Normal,0,1,1.0,87.96286074165415
Cat,0,66,Puppy/Kitten,19,August,1,Pure,Brown,Healthy/Normal,0,2,1.0,50.71879699142876
Dog,1,71,Puppy/Kitten,28,August,0,Mix,Gold,Healthy/Normal,0,2,1.0,38.19159187413797
Cat,1,32,Puppy/Kitten,8,August,0,Mix,Other,Healthy/Normal,0,2,1.0,48.209418769896004
Cat,1,367,Young Adult,1,October,1,Mix,Brown,Healthy/Normal,0,1,1.0,82.72807858506751
Dog,1,1538,Adult,7,October,1,Mix,Black,Healthy/Normal,0,1,1.0,86.14256449445496
Dog,0,369,Young Adult,2,January,0,Mix,White,Healthy/Normal,0,2,1.0,48.71313305253285
Bird,0,383,Young Adult,18,September,0,Pure,Brown,Healthy/Normal,0,2,1.0,13.13652001047059
Dog,0,370,Young Adult,4,October,1,Mix,White,Healthy/Normal,0,2,1.0,50.98764730411871
Dog,1,977,Young Adult,7,January,0,Pure,Gold,Healthy/Normal,0,2,1.0,33.25902709360318
Dog,1,737,Young Adult,7,June,1,Pure,Black,Healthy/Normal,0,1,1.0,87.07637135994572
Cat,1,65,Puppy/Kitten,57,May,1,Pure,Brown,Life Stage/Developmental,0,1,0.9999999999315463,55.683291518849806
Cat,0,49,Puppy/Kitten,3,June,0,Mix,Brown,Healthy/Normal,0,2,1.0,52.206158076618706
Cat,1,81,Puppy/Kitten,41,September,1,Pure,Red,Sick/Medical,0,1,0.9999999999999929,60.70884927528843
Cat,0,276,Puppy/Kitten,3,May,0,Mix,White,Healthy/Normal,0,2,1.0,50.95540094897914
Dog,1,235,Puppy/Kitten,13,September,1,Mix,White,Healthy/Normal,0,1,1.0,87.29745996735393
Dog,1,767,Young Adult,37,August,1,Pure,White,Healthy/Normal,0,1,1.0,87.59138540871427
Dog,0,734,Young Adult,3,November,0,Pure,White,Healthy/Normal,0,2,1.0,50.36835851638848
Dog,1,1097,Adult,1,December,0,Mix,White,Healthy/Normal,0,0,1.0,53.091114998408926
Cat,1,258,Puppy/Kitten,14,March,1,Mix,White,Injured,0,1,1.0,75.6092899710094
Cat,1,4295,Senior,4,September,1,Mix,Other,Healthy/Normal,0,0,1.0,47.203676577118124
Cat,1,94,Puppy/Kitten,59,August,1,Pure,White,Healthy/Normal,0,1,1.0,87.90797312916276
Dog,1,163,Puppy/Kitten,3,August,0,Mix,Gold,Healthy/Normal,0,2,1.0,38.44143571891269
Dog,0,72,Puppy/Kitten,2,May,1,Pure,White,Healthy/Normal,0,2,1.0,51.769330546589984
Dog,1,1327,Adult,145,May,1,Pure,White,Healthy/Normal,0,1,1.0,82.0416135560698
Dog,1,732,Young Adult,1,January,0,Pure,White,Healthy/Normal,0,2,1.0,50.54218989893384
Cat,1,4925,Senior,4,January,1,Pure,Black,Sick/Medical,0,0,1.0,44.27271041755434
Dog,1,1903,Adult,76,June,0,Mix,White,Healthy/Normal,0,0,1.0,52.73649162861425
Other,1,254,Puppy/Kitten,8,December,0,Pure,White,Healthy/Normal,0,2,1.0,43.28076940075897
Dog,1,1109,Adult,12,August,0,Mix,White,Healthy/Normal,0,0,1.0,53.19814110063788
Other,0,368,Young Adult,2,March,0,Pure,Brown,Healthy/Normal,0,2,1.0,44.080884540928466
Dog,1,219,Puppy/Kitten,68,August,1,Mix,Black,Healthy/Normal,0,1,1.0,88.12242603765098
Dog,1,408,Young Adult,41,December,1,Pure,Black,Healthy/Normal,0,1,1.0,87.52525853822074
Cat,1,128,Puppy/Kitten,6,January,0,Mix,White,Sick/Medical,0,2,1.0,39.25210764721777
Other,0,369,Young Adult,3,July,0,Pure,Black,Healthy/Normal,0,2,1.0,47.20388005267772
Cat,1,1637,Adult,6,June,1,Mix,Red,Healthy/Normal,0,1,1.0,74.89225871186653
Cat,1,251,Puppy/Kitten,8,March,1,Pure,Black,Healthy/Normal,0,1,1.0,84.64416316116751
Cat,1,1503,Adult,41,August,1,Mix,Other,Healthy/Normal,0,1,1.0,81.44257207709252
Dog,0,735,Young Adult,4,September,1,Mix,White,Healthy/Normal,0,2,1.0,50.78402372705576
Dog,1,791,Young Adult,61,June,1,Mix,Black,Healthy/Normal,0,1,1.0,87.53020771180496
Dog,1,189,Puppy/Kitten,5,December,0,Mix,Black,Healthy/Normal,0,2,1.0,51.55221296059713
Dog,1,280,Puppy/Kitten,7,July,1,Pure,White,Injured,0,1,1.0,77.48181163267672
Dog,1,310,Puppy/Kitten,5,March,1,Pure,Gold,Healthy/Normal,0,1,1.0,73.90580363600456
Dog,1,376,Young Adult,11,February,1,Pure,Grey,Healthy/Normal,0,1,1.0,76.05067355329616
Dog,1,1507,Adult,46,April,1,Pure,White,Healthy/Normal,0,1,1.0,84.5642706783166
Dog,1,156,Puppy/Kitten,5,May,1,Mix,Brown,Healthy/Normal,0,1,1.0,83.18170877111011
Dog,1,70,Puppy/Kitten,38,December,1,Mix,White,Healthy/Normal,0,1,1.0,88.28749112026698
Dog,1,394,Young Adult,28,July,0,Mix,Black,Healthy/Normal,0,2,1.0,51.72173358515016
Dog,1,549,Young Adult,3,August,0,Mix,White,Healthy/Normal,0,2,1.0,52.30765173098827
Dog,1,3287,Senior,4,March,1,Pure,Red,Healthy/Normal,0,0,1.0,42.840465638658294
Dog,1,93,Puppy/Kitten,19,August,1,Pure,White,Healthy/Normal,0,1,1.0,87.66556956730463
Cat,0,370,Young Adult,5,July,1,Pure,White,Healthy/Normal,0,2,1.0,50.65799734427151
Dog,1,249,Puppy/Kitten,34,December,1,Mix,Black,Healthy/Normal,0,1,1.0,88.34373177982899
Dog,1,830,Young Adult,99,June,1,Mix,Black,Healthy/Normal,0,1,1.0,87.11382191998176
Cat,1,766,Young Adult,36,June,1,Pure,Red,Healthy/Normal,0,1,1.0,75.87935328316334
Cat,1,325,Puppy/Kitten,21,January,1,Pure,Brown,Healthy/Normal,0,1,1.0,84.3100981442668
Cat,1,75,Puppy/Kitten,53,July,1,Mix,Brown,Healthy/Normal,0,1,1.0,85.97130995246248
Dog,0,369,Young Adult,4,September,1,Mix,Brown,Healthy/Normal,0,2,1.0,47.375591865320935
Dog,1,4758,Senior,8,August,1,Pure,White,Healthy/Normal,0,0,1.0,52.75528781224269
Dog,1,1028,Young Adult,25,February,1,Pure,Black,Healthy/Normal,0,1,1.0,85.10859933974615
Cat,1,186,Puppy/Kitten,3,June,0,Mix,Grey,Healthy/Normal,0,2,1.0,47.48536392988694
Dog,0,735,Young Adult,4,August,0,Pure,Tricolor,Injured,0,2,1.0,18.469405303099762
Dog,0,2195,Adult,4,May,1,Mix,Black,Healthy/Normal,0,0,1.0,49.636767616256684
Other,0,92,Puppy/Kitten,1,April,0,Pure,Black,Healthy/Normal,0,2,1.0,43.7178225384048
Cat,1,160,Puppy/Kitten,54,September,1,Mix,Black,Healthy/Normal,0,1,1.0,87.24863148046907
Dog,1,219,Puppy/Kitten,8,July,1,Mix,Grey,Healthy/Normal,0,1,1.0,77.98328384305697
Dog,1,82,Puppy/Kitten,36,January,1,Pure,White,Healthy/Normal,0,1,1.0,86.88506443094265
Cat,0,94,Puppy/Kitten,4,July,1,Mix,White,Healthy/Normal,0,2,1.0,53.71173561809331
Dog,1,567,Young Adult,19,January,1,Pure,White,Healthy/Normal,0,1,1.0,87.45497668850369
Cat,0,27,Puppy/Kitten,3,November,0,Pure,White,Healthy/Normal,0,2,1.0,51.681702912571495
Dog,1,82,Puppy/Kitten,8,March,1,Pure,Black,Healthy/Normal,0,1,1.0,85.35966824261075
Dog,1,402,Young Adult,5,November,1,Pure,Tricolor,Healthy/Normal,0,1,1.0,66.17375075968539
Dog,1,1246,Adult,27,December,1,Pure,Black,Healthy/Normal,0,1,1.0,85.19453337417626
Dog,1,70,Puppy/Kitten,2,December,1,Mix,Black,Healthy/Normal,0,1,1.0,88.25936281684443
Dog,1,2306,Adult,1,September,1,Mix,White,Healthy/Normal,0,1,0.9999999999999716,81.23768860676074
Cat,1,67,Puppy/Kitten,36,May,1,Mix,Grey,Healthy/Normal,0,1,1.0,77.91738137867267
Dog,0,64,Puppy/Kitten,4,March,1,Pure,Black,Sick/Medical,0,2,1.0,39.04595318220599
Dog,0,440,Puppy/Kitten,385,December,1,Mix,Black,Healthy/Normal,0,2,1.0,-82.10592546981084
Cat,1,83,Puppy/Kitten,45,July,0,Mix,Black,Healthy/Normal,0,2,1.0,52.73525232798402
Dog,1,740,Young Adult,10,June,0,Pure,White,Healthy/Normal,0,2,1.0,52.25105939544515
Cat,0,65,Puppy/Kitten,3,June,0,Mix,Other,Healthy/Normal,0,2,1.0,49.40916174099295
Cat,1,213,Puppy/Kitten,2,March,1,Pure,White,Healthy/Normal,0,1,1.0,84.64061740171086
Cat,1,93,Puppy/Kitten,1,August,1,Mix,Other,Healthy/Normal,0,1,1.0,83.97854404783281
Dog,1,207,Puppy/Kitten,26,November,1,Pure,Black,Healthy/Normal,0,1,1.0,86.74845596829793
Dog,1,81,Puppy/Kitten,5,July,1,Pure,Black,Healthy/Normal,0,1,1.0,87.5962077092911
Dog,0,739,Young Adult,8,December,0,Pure,White,Healthy/Normal,0,2,1.0,49.313589579518876
Cat,1,74,Puppy/Kitten,67,April,1,Mix,Grey,Healthy/Normal,0,1,1.0,77.04016874557739
Dog,1,1468,Adult,7,March,1,Mix,White,Sick/Medical,0,1,0.999999999997911,67.13390136650932
Dog,1,1513,Young Adult,476,February,1,Mix,White,Healthy/Normal,0,1,1.0,64.54778500813556
Dog,0,24,Puppy/Kitten,2,July,0,Mix,White,Life Stage/Developmental,0,2,1.0,40.95596155088177
Dog,0,60,Puppy/Kitten,6,November,1,Mix,White,Healthy/Normal,0,2,1.0,52.46801217614802
Dog,1,382,Young Adult,11,March,1,Mix,Black,Healthy/Normal,0,1,1.0,85.8544591690489
Dog,0,1101,Adult,4,August,0,Pure,Black,Sick/Medical,0,0,1.0,44.137550954556424
Cat,1,45,Puppy/Kitten,8,July,0,Mix,White,Healthy/Normal,0,2,1.0,53.40246859741603
Cat,0,125,Puppy/Kitten,3,January,1,Mix,White,Healthy/Normal,0,2,1.0,50.67846590648081
Dog,0,736,Young Adult,5,October,1,Mix,Grey,Healthy/Normal,0,2,1.0,44.21622309777693
Cat,1,91,Puppy/Kitten,61,July,1,Mix,Brown,Healthy/Normal,0,1,1.0,85.94608155422151
Cat,1,42,Puppy/Kitten,5,August,0,Pure,Black,Sick/Medical,0,2,1.0,42.27649341411923
Dog,1,3160,Senior,585,August,1,Pure,White,Healthy/Normal,0,0,1.0,37.300373244608686
Cat,1,43,Puppy/Kitten,12,July,0,Pure,Black,Healthy/Normal,0,2,1.0,52.75793809305448
Cat,1,35,Puppy/Kitten,1,November,0,Mix,Red,Healthy/Normal,0,2,1.0,43.04779627680726
Dog,0,370,Young Adult,4,July,0,Pure,Black,Healthy/Normal,0,2,1.0,50.480464328458766
Cat,0,67,Puppy/Kitten,6,November,0,Mix,White,Healthy/Normal,0,2,1.0,52.16093236962816
Cat,1,123,Puppy/Kitten,62,December,1,Pure,Grey,Healthy/Normal,0,1,1.0,80.10245407007292
Dog,1,65,Puppy/Kitten,4,November,1,Mix,White,Healthy/Normal,0,1,1.0,87.15572764246916
Cat,1,4401,Senior,3,July,1,Mix,White,Healthy/Normal,0,0,1.0,51.707622127750575
Cat,1,86,Puppy/Kitten,42,September,1,Pure,Black,Healthy/Normal,0,1,1.0,86.91551045793541
Dog,0,12,Puppy/Kitten,11,July,0,Mix,Black,Life Stage/Developmental,0,2,1.0,41.25410480744216
Other,0,367,Young Adult,1,February,0,Mix,Brown,Healthy/Normal,0,2,1.0,41.52765326457967
Dog,1,86,Puppy/Kitten,9,April,1,Mix,White,Healthy/Normal,0,1,1.0,85.80611443500324
Cat,0,83,Puppy/Kitten,79,February,1,Mix,White,Healthy/Normal,0,2,1.0,45.67617664142183
Dog,1,56,Puppy/Kitten,55,February,1,Mix,White,Healthy/Normal,0,1,1.0,86.34528168572764
