animal_type,has_name,outcome_group,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,dbscan_cluster
Dog,1,Positive,738,Young Adult,8,January,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,128,Puppy/Kitten,6,October,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,309,Puppy/Kitten,5,May,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,640,Young Adult,122,December,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,97,Puppy/Kitten,64,July,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,94,Puppy/Kitten,72,August,1,Pure,Other,Life Stage/Developmental,0
Dog,1,Neutral,736,Young Adult,4,February,1,Pure,White,Healthy/Normal,0
Cat,0,Neutral,74,Puppy/Kitten,13,August,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,737,Young Adult,5,January,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,1103,Adult,6,May,0,Mix,Black,Sick/Medical,0
Dog,1,Positive,738,Young Adult,8,August,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,151,Puppy/Kitten,112,October,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1113,Young Adult,36,August,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,23,Puppy/Kitten,15,August,0,Mix,Tricolor,Life Stage/Developmental,0
Cat,1,Positive,80,Puppy/Kitten,67,June,1,Pure,Grey,Healthy/Normal,0
Dog,0,Neutral,735,Young Adult,4,July,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,321,Puppy/Kitten,12,June,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,2561,Senior,3,November,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,Neutral,576,Young Adult,27,December,0,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,1469,Adult,7,May,1,Mix,White,Healthy/Normal,0
Dog,0,Neutral,121,Puppy/Kitten,1,March,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,74,Puppy/Kitten,55,October,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,105,Puppy/Kitten,6,October,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1102,Adult,6,December,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,4574,Senior,21,February,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,Positive,743,Young Adult,12,December,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,80,Puppy/Kitten,38,February,1,Mix,Grey,Healthy/Normal,0
Cat,0,Neutral,381,Young Adult,15,December,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,887,Young Adult,4,February,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,80,Puppy/Kitten,32,October,1,Pure,Red,Healthy/Normal,0
Dog,1,Positive,3668,Senior,16,June,1,Pure,White,Healthy/Normal,0
Dog,0,Neutral,5481,Senior,3,July,0,Pure,Black,Sick/Medical,0
Cat,1,Positive,164,Puppy/Kitten,11,August,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,6,May,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,287,Puppy/Kitten,13,September,1,Mix,Red,Healthy/Normal,0
Cat,1,Positive,110,Puppy/Kitten,9,December,0,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,972,Young Adult,16,July,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,1827,Adult,1,July,1,Pure,Brown,Healthy/Normal,0
Dog,1,Neutral,2050,Adult,2,September,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,763,Young Adult,32,January,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,376,Young Adult,10,December,0,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,94,Puppy/Kitten,56,August,1,Mix,Brown,Healthy/Normal,0
Cat,1,Neutral,746,Young Adult,16,March,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,82,Puppy/Kitten,5,June,1,Pure,White,Healthy/Normal,0
Cat,0,Positive,49,Puppy/Kitten,4,July,1,Pure,White,Sick/Medical,0
Cat,0,Positive,67,Puppy/Kitten,6,June,1,Pure,Other,Healthy/Normal,0
Cat,1,Positive,1262,Adult,166,July,1,Mix,Brown,Injured,0
Cat,1,Positive,2926,Senior,3,June,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,742,Young Adult,11,December,1,Pure,Grey,Injured,0
Cat,0,Positive,77,Puppy/Kitten,4,September,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,474,Young Adult,34,November,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,88,Puppy/Kitten,5,June,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,1469,Adult,8,August,1,Pure,White,Healthy/Normal,0
Dog,1,Negative,1406,Adult,1,December,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,279,Puppy/Kitten,5,March,0,Pure,Tricolor,Healthy/Normal,0
Cat,1,Positive,194,Puppy/Kitten,13,July,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,1664,Adult,10,February,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,933,Young Adult,1,January,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,Positive,1847,Adult,21,August,1,Pure,White,Injured,0
Cat,1,Positive,1613,Adult,152,September,1,Pure,Grey,Injured,0
Dog,1,Positive,735,Young Adult,4,May,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,75,Puppy/Kitten,43,July,1,Mix,Other,Life Stage/Developmental,0
Cat,1,Positive,83,Puppy/Kitten,3,June,0,Pure,Black,Sick/Medical,0
Dog,0,Positive,744,Young Adult,14,May,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,1855,Adult,29,March,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,153,Puppy/Kitten,130,October,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,155,Puppy/Kitten,4,July,1,Mix,Grey,Healthy/Normal,0
Cat,1,Neutral,16,Puppy/Kitten,1,August,0,Pure,Black,Life Stage/Developmental,0
Cat,1,Positive,63,Puppy/Kitten,23,July,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,134,Puppy/Kitten,7,July,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,157,Puppy/Kitten,4,September,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,59,Puppy/Kitten,5,July,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,72,Puppy/Kitten,11,December,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1763,Adult,379,July,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,248,Puppy/Kitten,3,December,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,316,Puppy/Kitten,11,December,1,Pure,Grey,Healthy/Normal,0
Dog,1,Neutral,75,Puppy/Kitten,6,February,0,Pure,White,Injured,0
Cat,1,Positive,99,Puppy/Kitten,40,April,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,73,Puppy/Kitten,10,October,0,Pure,Black,Sick/Medical,0
Dog,1,Positive,874,Young Adult,144,July,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,374,Young Adult,9,May,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,88,Puppy/Kitten,32,November,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,311,Puppy/Kitten,6,November,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,76,Puppy/Kitten,24,August,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,743,Young Adult,6,October,0,Pure,Black,Injured,0
Cat,0,Positive,92,Puppy/Kitten,16,November,1,Pure,Grey,Healthy/Normal,0
Cat,1,Neutral,195,Puppy/Kitten,12,November,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,390,Young Adult,24,April,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,2558,Senior,1,May,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,379,Young Adult,13,April,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,1100,Adult,3,April,1,Mix,Tricolor,Healthy/Normal,0
Cat,0,Neutral,370,Young Adult,3,March,0,Pure,Red,Healthy/Normal,0
Cat,0,Positive,61,Puppy/Kitten,6,July,1,Mix,Other,Healthy/Normal,0
Cat,0,Neutral,1465,Adult,3,November,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,250,Puppy/Kitten,37,August,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,189,Puppy/Kitten,6,July,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,63,Puppy/Kitten,20,June,0,Pure,White,Healthy/Normal,0
Cat,1,Neutral,437,Puppy/Kitten,131,February,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1474,Adult,13,August,0,Mix,Black,Healthy/Normal,0
Dog,0,Positive,132,Puppy/Kitten,9,July,1,Pure,White,Healthy/Normal,0
Cat,0,Positive,58,Puppy/Kitten,7,May,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,414,Young Adult,49,May,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,370,Young Adult,5,November,1,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,308,Puppy/Kitten,9,October,1,Pure,Brown,Healthy/Normal,0
Dog,1,Neutral,1458,Adult,73,December,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,154,Puppy/Kitten,5,January,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,754,Young Adult,24,May,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,223,Puppy/Kitten,40,August,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,1101,Young Adult,8,September,1,Mix,Black,Healthy/Normal,0
Other,0,Neutral,366,Young Adult,1,April,0,Mix,White,Healthy/Normal,0
Dog,1,Neutral,376,Young Adult,11,November,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,77,Puppy/Kitten,1,August,1,Pure,Red,Healthy/Normal,0
Cat,1,Positive,737,Young Adult,6,December,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,86,Puppy/Kitten,54,October,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,1992,Adult,7,July,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,332,Puppy/Kitten,26,October,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,370,Young Adult,4,November,0,Pure,White,Healthy/Normal,0
Cat,1,Positive,249,Puppy/Kitten,4,December,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,978,Young Adult,248,July,1,Pure,White,Healthy/Normal,0
Cat,1,Negative,211,Puppy/Kitten,28,October,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,1465,Adult,4,August,0,Pure,Black,Sick/Medical,0
Cat,1,Positive,733,Young Adult,1,October,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,135,Puppy/Kitten,87,October,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,96,Puppy/Kitten,7,June,1,Pure,Black,Healthy/Normal,0
Cat,1,Neutral,2192,Adult,1,March,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,2568,Senior,11,March,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,369,Young Adult,4,November,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,38,Puppy/Kitten,2,October,0,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,91,Puppy/Kitten,69,September,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,72,Puppy/Kitten,3,July,0,Pure,Red,Healthy/Normal,0
Dog,1,Positive,1466,Adult,5,August,1,Pure,Brown,Healthy/Normal,0
Cat,0,Positive,69,Puppy/Kitten,40,April,1,Pure,Black,Healthy/Normal,0
Other,1,Neutral,351,Puppy/Kitten,108,July,0,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,876,Young Adult,1,September,1,Mix,Red,Healthy/Normal,0
Cat,1,Positive,5527,Senior,48,February,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,72,Puppy/Kitten,4,April,1,Pure,Other,Healthy/Normal,0
Dog,1,Neutral,549,Young Adult,1,October,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,365,Puppy/Kitten,1,April,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,273,Puppy/Kitten,119,February,1,Pure,Tricolor,Healthy/Normal,0
Dog,1,Neutral,1235,Adult,138,October,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,479,Young Adult,105,September,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,395,Young Adult,30,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,132,Puppy/Kitten,9,August,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,77,Puppy/Kitten,1,October,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,1339,Adult,2,September,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,66,Puppy/Kitten,43,June,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,370,Puppy/Kitten,36,November,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,743,Young Adult,13,June,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,381,Young Adult,15,November,1,Pure,White,Healthy/Normal,0
Cat,0,Neutral,186,Puppy/Kitten,1,September,0,Mix,Other,Healthy/Normal,0
Cat,1,Positive,79,Puppy/Kitten,7,September,1,Pure,Other,Healthy/Normal,0
Cat,1,Positive,1466,Adult,5,May,1,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,188,Puppy/Kitten,5,December,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,251,Puppy/Kitten,7,January,1,Pure,White,Healthy/Normal,0
Other,0,Negative,732,Young Adult,1,April,0,Pure,Black,Healthy/Normal,0
Cat,1,Neutral,2934,Senior,12,August,1,Mix,Other,Healthy/Normal,0
Cat,1,Neutral,735,Young Adult,4,January,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,732,Young Adult,1,April,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,59,Puppy/Kitten,13,February,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,92,Puppy/Kitten,63,August,1,Mix,Black,Healthy/Normal,0
Other,0,Neutral,367,Young Adult,2,November,0,Pure,White,Healthy/Normal,0
Cat,1,Neutral,1100,Adult,4,May,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,286,Puppy/Kitten,11,February,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,272,Puppy/Kitten,28,August,1,Pure,Tricolor,Sick/Medical,0
Dog,1,Positive,783,Young Adult,1,February,1,Pure,Grey,Healthy/Normal,0
Cat,0,Positive,158,Puppy/Kitten,5,February,1,Pure,White,Healthy/Normal,0
Dog,0,Positive,78,Puppy/Kitten,4,April,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,3655,Senior,3,November,1,Mix,Other,Healthy/Normal,0
Dog,1,Neutral,737,Young Adult,5,November,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,70,Puppy/Kitten,9,January,1,Pure,Black,Healthy/Normal,0
Cat,0,Neutral,733,Young Adult,2,December,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2819,Senior,8,August,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,2191,Adult,26,October,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,1483,Adult,21,March,1,Mix,Black,Healthy/Normal,0
Cat,0,Negative,368,Young Adult,3,April,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1164,Adult,53,August,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,267,Puppy/Kitten,5,April,1,Mix,Black,Healthy/Normal,0
Dog,0,Positive,95,Puppy/Kitten,3,October,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,76,Puppy/Kitten,5,October,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,83,Puppy/Kitten,56,June,1,Pure,White,Healthy/Normal,0
Cat,0,Neutral,370,Young Adult,3,July,0,Pure,Black,Healthy/Normal,0
Dog,1,Positive,3287,Senior,1,October,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,1631,Adult,169,July,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,741,Young Adult,11,January,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,741,Young Adult,11,November,1,Pure,Black,Healthy/Normal,0
Dog,0,Positive,92,Puppy/Kitten,62,September,1,Pure,White,Injured,0
Other,0,Negative,369,Young Adult,3,April,0,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,366,Young Adult,1,December,1,Mix,Black,Healthy/Normal,0
Dog,0,Positive,138,Puppy/Kitten,4,September,1,Pure,Black,Healthy/Normal,0
Dog,0,Neutral,736,Young Adult,4,April,1,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,381,Young Adult,15,December,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,79,Puppy/Kitten,5,April,1,Mix,Red,Healthy/Normal,0
Cat,1,Neutral,394,Young Adult,28,August,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,375,Young Adult,9,March,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,370,Young Adult,4,September,1,Mix,White,Healthy/Normal,0
Other,0,Negative,734,Young Adult,4,May,0,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,2958,Senior,36,February,1,Pure,White,Sick/Medical,0
Dog,1,Neutral,1085,Young Adult,2,March,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,1581,Adult,1,April,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,366,Young Adult,1,September,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,745,Young Adult,14,February,0,Pure,Grey,Sick/Medical,0
Cat,0,Neutral,257,Puppy/Kitten,12,January,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,272,Puppy/Kitten,9,October,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,370,Young Adult,4,May,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,374,Young Adult,8,October,1,Pure,Black,Healthy/Normal,0
Cat,0,Neutral,23,Puppy/Kitten,1,May,0,Mix,Other,Healthy/Normal,0
Cat,1,Positive,59,Puppy/Kitten,26,June,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,589,Young Adult,12,November,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,69,Puppy/Kitten,28,July,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,741,Young Adult,11,April,0,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,1102,Adult,6,October,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,453,Young Adult,19,August,1,Mix,Tricolor,Healthy/Normal,0
Other,0,Negative,735,Young Adult,4,November,0,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,67,Puppy/Kitten,30,June,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,83,Puppy/Kitten,52,June,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,159,Puppy/Kitten,7,April,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1755,Adult,297,October,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,81,Puppy/Kitten,50,November,1,Mix,Brown,Healthy/Normal,0
Cat,0,Positive,128,Puppy/Kitten,6,December,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,372,Young Adult,7,December,1,Pure,Grey,Healthy/Normal,0
Cat,1,Positive,134,Puppy/Kitten,112,September,1,Pure,Other,Life Stage/Developmental,0
Other,0,Neutral,741,Young Adult,11,November,0,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,369,Young Adult,4,January,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,67,Puppy/Kitten,25,May,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,121,Puppy/Kitten,91,August,1,Mix,White,Healthy/Normal,0
Dog,1,Neutral,4031,Senior,12,March,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,77,Puppy/Kitten,46,July,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,1452,Adult,30,April,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,740,Young Adult,9,November,1,Pure,White,Sick/Medical,0
Dog,1,Positive,1379,Adult,2,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,742,Young Adult,12,November,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,732,Young Adult,1,November,0,Pure,Grey,Injured,0
Cat,1,Positive,81,Puppy/Kitten,79,August,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,193,Puppy/Kitten,12,August,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,85,Puppy/Kitten,68,December,1,Mix,Other,Healthy/Normal,0
Cat,0,Negative,49,Puppy/Kitten,44,July,0,Pure,Other,Life Stage/Developmental,0
Cat,1,Positive,115,Puppy/Kitten,72,July,1,Pure,Brown,Healthy/Normal,0
Other,1,Positive,733,Young Adult,2,May,0,Pure,White,Healthy/Normal,0
Other,0,Neutral,737,Young Adult,7,November,0,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,157,Puppy/Kitten,4,September,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,374,Young Adult,8,June,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2567,Senior,3,May,1,Mix,Gold,Injured,0
Dog,1,Positive,95,Puppy/Kitten,92,March,1,Pure,Black,Life Stage/Developmental,0
Dog,1,Positive,854,Young Adult,12,September,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,137,Puppy/Kitten,24,July,1,Pure,Grey,Healthy/Normal,0
Cat,1,Positive,103,Puppy/Kitten,72,August,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,2196,Adult,5,April,0,Mix,Grey,Healthy/Normal,0
Dog,1,Neutral,2335,Adult,53,January,1,Mix,Gold,Injured,0
Dog,1,Positive,323,Puppy/Kitten,11,August,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,92,Puppy/Kitten,11,August,1,Mix,Brown,Healthy/Normal,0
Cat,0,Positive,87,Puppy/Kitten,49,October,1,Pure,White,Healthy/Normal,0
Cat,1,Neutral,29,Puppy/Kitten,1,April,0,Mix,Brown,Healthy/Normal,0
Dog,1,Negative,1462,Adult,1,November,1,Pure,White,Sick/Medical,0
Cat,0,Positive,73,Puppy/Kitten,41,June,1,Mix,Brown,Life Stage/Developmental,0
Cat,0,Neutral,754,Young Adult,23,June,0,Pure,White,Healthy/Normal,0
Dog,0,Neutral,744,Young Adult,13,May,0,Mix,Gold,Healthy/Normal,0
Dog,0,Negative,5,Puppy/Kitten,3,November,0,Pure,White,Healthy/Normal,0
Cat,1,Neutral,1658,Adult,15,April,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,124,Puppy/Kitten,6,November,1,Mix,Grey,Healthy/Normal,0
Cat,1,Negative,39,Puppy/Kitten,7,June,0,Pure,Other,Sick/Medical,0
Dog,1,Neutral,2564,Senior,7,April,1,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,131,Puppy/Kitten,85,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,732,Young Adult,1,February,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,814,Young Adult,84,January,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,87,Puppy/Kitten,56,July,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,197,Puppy/Kitten,27,January,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,756,Young Adult,26,August,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,83,Puppy/Kitten,53,July,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,736,Young Adult,4,December,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,204,Puppy/Kitten,20,October,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,1701,Adult,239,February,1,Pure,Grey,Healthy/Normal,0
Cat,0,Positive,66,Puppy/Kitten,44,August,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,88,Puppy/Kitten,26,August,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,225,Puppy/Kitten,42,November,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,1101,Adult,6,November,0,Mix,Black,Injured,0
Dog,1,Positive,743,Young Adult,13,December,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1099,Adult,3,July,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,3782,Senior,1,January,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,369,Young Adult,4,June,1,Pure,Tricolor,Healthy/Normal,0
Dog,1,Positive,4218,Senior,199,November,1,Mix,White,Healthy/Normal,0
Cat,1,Negative,5484,Senior,5,November,1,Pure,White,Healthy/Normal,0
Cat,0,Positive,121,Puppy/Kitten,58,November,1,Pure,Grey,Healthy/Normal,0
Dog,0,Positive,79,Puppy/Kitten,6,November,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,174,Puppy/Kitten,141,November,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,92,Puppy/Kitten,56,December,1,Mix,Grey,Healthy/Normal,0
Cat,1,Positive,2586,Senior,28,February,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,102,Puppy/Kitten,11,July,1,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,76,Puppy/Kitten,6,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,3653,Senior,1,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,417,Young Adult,52,May,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,217,Puppy/Kitten,6,February,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,96,Puppy/Kitten,20,July,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,369,Young Adult,3,December,1,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,4769,Senior,21,June,0,Mix,Brown,Injured,0
Cat,1,Negative,142,Puppy/Kitten,102,August,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,787,Young Adult,56,December,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,372,Young Adult,6,November,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,80,Puppy/Kitten,4,January,1,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,171,Puppy/Kitten,2,June,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,92,Puppy/Kitten,61,October,1,Pure,Red,Healthy/Normal,0
Cat,1,Positive,78,Puppy/Kitten,41,June,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,85,Puppy/Kitten,9,July,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,953,Puppy/Kitten,923,November,1,Mix,Black,Healthy/Normal,-1
Cat,1,Positive,301,Puppy/Kitten,57,November,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,552,Young Adult,4,October,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,593,Young Adult,228,September,1,Mix,White,Injured,0
Dog,1,Positive,1098,Adult,2,March,1,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,67,Puppy/Kitten,6,May,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,1102,Adult,6,December,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,70,Puppy/Kitten,40,December,1,Pure,Brown,Life Stage/Developmental,0
Cat,1,Positive,755,Young Adult,24,November,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,162,Puppy/Kitten,12,June,1,Pure,White,Sick/Medical,0
Cat,0,Positive,111,Puppy/Kitten,95,December,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,219,Puppy/Kitten,174,October,1,Pure,Brown,Healthy/Normal,0
Cat,1,Neutral,50,Puppy/Kitten,11,June,0,Mix,White,Injured,0
Cat,1,Positive,60,Puppy/Kitten,25,July,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,162,Puppy/Kitten,41,June,1,Mix,Black,Healthy/Normal,0
Dog,0,Positive,370,Young Adult,5,March,1,Mix,Black,Sick/Medical,0
